repo_url;type
https://github.com/spinningbytes/deep-mlsa;arxiv
https://github.com/leopiney/deep-forest;arxiv
https://github.com/schizop/SA;sota
https://github.com/XifengGuo/CapsNet-Keras;arxiv
https://github.com/xpqiu/fnlp;arxiv
https://github.com/yeonwoo90/style-gan;sota
https://github.com/mks0601/TF-SimpleHumanPose;sota
https://github.com/salesforce/pytorch-qrnn;sota
https://github.com/huanzhang12/CertifiedReLURobustness;arxiv
https://github.com/aaronfriedman6/MV3D_VoxelNet;sota
https://github.com/rizar/attention-lvcsr;arxiv
https://github.com/sunke123/FW-Net;arxiv
https://github.com/mawright/attn_rl;sota
https://github.com/fultonms/drivedata;arxiv
https://github.com/fastai/courses;arxiv
https://github.com/torch/nngraph;arxiv
https://github.com/Zebreu/ConvolutionalEmotion;arxiv
https://github.com/eclique/keras-gradcam;sota
https://github.com/Svobikl/cz_corpus;arxiv
https://github.com/asutera/kaggle-connectomics;arxiv
https://github.com/pedrormjunior/ssvm-results;arxiv
https://github.com/RezaSadeghiWSU/Early-Hospital-Mortality-Prediction-using-Vital-Signals;sota
https://github.com/waynezhanghk/gacluster;sota
https://github.com/ivanlanin/kateglo;arxiv
https://github.com/qq330488563/TEST;sota
https://github.com/chrisseiler96/bert-client-server-tests;sota
https://github.com/ebouteillon/freesound-audio-tagging-2019;sota
https://github.com/PaulGitt/ShuffleNetV2-tensorflow;sota
https://github.com/swasun/VQ-VAE-images;sota
https://github.com/SJHNJU/Gated_PixelCNN;sota
https://github.com/barisozmen/deepaugment;sota
https://github.com/ardapekis/pixel-rnn;sota
https://github.com/ternaus/angiodysplasia-segmentation;sota
https://github.com/jingli9111/GORU-tensorflow;sota
https://github.com/RomanFoell/DRGP-VSS;arxiv
https://github.com/rai-project/dlframework;sota
https://github.com/Stick-To/YOLO-TF;sota
https://github.com/1512159/tf-faster-rcnn-medico;sota
https://github.com/gongenhao/GANCS;sota
https://github.com/ZJULearning/graph_level_drug_discovery;sota
https://github.com/goessling/lbarn;arxiv
https://github.com/zhaoweicai/mscnn;sota
https://github.com/siemens/industrialbenchmark;arxiv
https://github.com/geraltofrivia/match-lstm-ptr-network;sota
https://github.com/gitzgk/nlp-beginner;sota
https://github.com/avanetten/yolt;sota
https://github.com/saravkin/IPsolve;arxiv
https://github.com/implus/SKNet;sota
https://github.com/BenjiKCF/SNN-with-embeddings-for-Malware-Prediction;sota
https://github.com/TorontoDeepLearning/convnet;arxiv
https://github.com/ermongroup/flow-gan;arxiv
https://github.com/pnnl/safekit;arxiv
https://github.com/kobiso/CBAM-tensorflow;sota
https://github.com/Candice-X/w-net-for-image-segmentation;sota
https://github.com/llSourcell/SQL_Database_Optimization;sota
https://github.com/heuritech/convnets-keras;arxiv
https://github.com/hysts/pytorch_resnet_preact;sota
https://github.com/xingyizhou/ExtremeNet;sota
https://github.com/ShuvenduBikash/transformer_spelling_corrector;sota
https://github.com/saalfeldlab/bigwarp;arxiv
https://github.com/attapol/conll16st;arxiv
https://github.com/PhanXuanDuc/Facenet_Webcam;sota
https://github.com/mitmul/deeppose;arxiv
https://github.com/MhLiao/TextBoxes;arxiv
https://github.com/zomux/neuralcompressor;sota
https://github.com/ankurhanda/gvnn;arxiv
https://github.com/hszhao/ICNet;arxiv
https://github.com/udacity/self-driving-car-sim;arxiv
https://github.com/artemyk/chordsentiment;arxiv
https://github.com/littleflow3r/Sequence_to_sequence_learning_with_NN;sota
https://github.com/svikramank/pix2pix;sota
https://github.com/YimianDai/DENTIST;arxiv
https://github.com/chengyangfu/retinamask;sota
https://github.com/romik9999/fasttext-1925f09ed3;sota
https://github.com/Cadmium-CD/socFinal;sota
https://github.com/kamruleee51/Understanding-of-semantic-segmentation-using-CNN;sota
https://github.com/clMathLibraries/clBLAS;arxiv
https://github.com/epapagia/Datasets-Keyphrase-Extraction;arxiv
https://github.com/estelabalboa/Proyecto_Final_Pilates;sota
https://github.com/raghakot/keras-vis;arxiv
https://github.com/andreasveit/densenet-pytorch;arxiv
https://github.com/DanielJabbour/StyleTransfer;sota
https://github.com/cydonia999/Tiny_Faces_in_Tensorflow;sota
https://github.com/QiXuanWang/LearningFromTheBest;sota
https://github.com/potassco/anthem;arxiv
https://github.com/henriquem87/structured-graph-tracker;arxiv
https://github.com/mayankagarwal44442/Object-Detection-and-localization;sota
https://github.com/vikasnar/Bleu;arxiv
https://github.com/fuadkhairi/darknet_yolo_train;sota
https://github.com/fofore/yolov3-pyroch;sota
https://github.com/li-yibing/oceannet;sota
https://github.com/peteanderson80/Matterport3DSimulator;arxiv
https://github.com/gnebehay/CppMT;arxiv
https://github.com/jzbontar/mc-cnn;arxiv
https://github.com/fangchangma/sparse-to-dense;arxiv
https://github.com/resonance20/segmenter;sota
https://github.com/godisboy/DRPAN;arxiv
https://github.com/feifengwhu/question_attention;sota
https://github.com/pmallari/Emotion_Recognition;sota
https://github.com/BardOfCodes/pytorch_deeplab_large_fov;sota
https://github.com/eaplatanios/makina;arxiv
https://github.com/vidalthi/HGS-CARP;arxiv
https://github.com/yuruntian/L2-Net;arxiv
https://github.com/benedekrozemberczki/GAM;sota
https://github.com/Xilinx/BNN-PYNQ;arxiv
https://github.com/Berndinio/ORIU;sota
https://github.com/OpenIotOrg/openiot;arxiv
https://github.com/kuz/DeepMind-Atari-Deep-Q-Learner;arxiv
https://github.com/fzenke/ssbm;arxiv
https://github.com/google/goldfinch;arxiv
https://github.com/sudhirk999/ResearchPapersLinks;sota
https://github.com/goldenbili/Bert_Test2;sota
https://github.com/ajinkyakhoche/Object-Detection-Project;sota
https://github.com/akar5h/Image-Recognition-with-CNN-and-Transfer-Learning-ResNet101;sota
https://github.com/hawk31/pyGPGO;arxiv
https://github.com/johnsonkee/graduate_design;sota
https://github.com/peteanderson80/bottom-up-attention;sota
https://github.com/VincentYing/Attention-on-Attention-for-VQA;sota
https://github.com/fchollet/keras;arxiv
https://github.com/iyybpatrick/MKCF;arxiv
https://github.com/brandontrabucco/up_down_rnn_cell;sota
https://github.com/KrishnaTarun/Deep-Learning-Lab;sota
https://github.com/ddddwee1/Octave-Convolution;sota
https://github.com/Mrezvan94/Harassment-Corpus;arxiv
https://github.com/uclaml/Padam;sota
https://github.com/DartML/SteinGAN;arxiv
https://github.com/Mehran-k/RelNN;arxiv
https://github.com/sbelharbi/learning-class-invariant-features;arxiv
https://github.com/aztecman/100_DAYS_OF_ML;sota
https://github.com/FakeNewsChallenge/fnc-1-baseline;arxiv
https://github.com/js3611/Deep-MRI-Reconstruction;arxiv
https://github.com/mks0601/3DMPPE_ROOTNET_RELEASE;sota
https://github.com/danielamassiceti/CCA-visualdialogue;sota
https://github.com/pmm09c/ntire-dehazing;sota
https://github.com/mvallieres/radiomics;arxiv
https://github.com/JavierAntoran/moby_dick;sota
https://github.com/seominseok0429/modu-deep-pytorch-practice;sota
https://github.com/harvardnlp/im2markup;sota
https://github.com/zyxcambridge/openpose_all;sota
https://github.com/biometry/GDF;arxiv
https://github.com/niitsuma/Racket-miniKanren;arxiv
https://github.com/smdYe/FC-DenseNet-Keras;sota
https://github.com/edouardoyallon/scalingscattering;arxiv
https://github.com/Tetrachrome/subpixel;arxiv
https://github.com/opplieam/Pong-Deep-RL;sota
https://github.com/zhunzhong07/CamStyle;sota
https://github.com/yuqj1990/caffe_deeplearning_train;sota
https://github.com/jtiger958/cyclegan-pytorch;sota
https://github.com/patHutchings/TCN;sota
https://github.com/huangleiBuaa/DecorrelatedBN;sota
https://github.com/Lukasz-G/Hydra;sota
https://github.com/natanielruiz/deep-head-pose;arxiv
https://github.com/dukeboard/kevoree-genetic;arxiv
https://github.com/arbenson/FGDnPVC;sota
https://github.com/myreg/cobra;arxiv
https://github.com/rovo89/xposed;arxiv
https://github.com/JNUpython/bert;sota
https://github.com/lucs-C/tf-faster-rcnn-master;sota
https://github.com/Ruturaj123/VGG16-Keras;sota
https://github.com/wangsc1912/mywork;sota
https://github.com/folivetti/HBLCoClust;arxiv
https://github.com/asierae/VoiceDCGAN;sota
https://github.com/X-DataInitiative/tick;arxiv
https://github.com/yuxiang2/CoNaLa;sota
https://github.com/yagguc/deep_impression;arxiv
https://github.com/berlino/nest-trans-em18;sota
https://github.com/MLSurvival/MTLSA;arxiv
https://github.com/CR-Gjx/LeakGAN;sota
https://github.com/wooorm/hedges;arxiv
https://github.com/3Top/word2vec-api;arxiv
https://github.com/chenmengyang/rename_later;sota
https://github.com/nshaud/DeepNetsForEO;arxiv
https://github.com/chreul/OCR_Testdata_EarlyPrintedBooks;arxiv
https://github.com/nbatfai/hezron;arxiv
https://github.com/kuaikuaikim/DFace;sota
https://github.com/olesls/master_thesis;arxiv
https://github.com/ksulima/Unsupervised-method-to-NPL-Polish-language;sota
https://github.com/cfedermann/Appraise;arxiv
https://github.com/jmschrei/pomegranate;arxiv
https://github.com/alcaster/Binary-yolo;sota
https://github.com/ihpdep/rpt;arxiv
https://github.com/facebookresearch/CommAI-env;arxiv
https://github.com/JeremyCCHsu/vc-vawgan;arxiv
https://github.com/JavierAntoran/moby_dick_whale_audio_detection;sota
https://github.com/fab-jul/L3C-PyTorch;sota
https://github.com/ibab/tensorflow-wavenet;arxiv
https://github.com/VLOGroup/dvs-calibration;arxiv
https://github.com/gofynd/mildnet;sota
https://github.com/benedekrozemberczki/NGCN;sota
https://github.com/gpleiss/efficient_densenet_pytorch;arxiv
https://github.com/sergts/devclub-nn-nlp;sota
https://github.com/perplexingpegasus/EarthLandscapeGAN;sota
https://github.com/glample/tagger;arxiv
https://github.com/tianzhi0549/FCOS;sota
https://github.com/leehsiu/maskrcnn_benchmark;sota
https://github.com/usc-isi-i2/Web-Karma;arxiv
https://github.com/kedz/ijcai2016;arxiv
https://github.com/ZwX1616/mxnet-CoordConv;sota
https://github.com/ehasler/tensorflow;arxiv
https://github.com/tangzhenyu/tensorflow_tutorial;sota
https://github.com/BioMedIA/MIRTK;arxiv
https://github.com/arunmallya/piggyback;arxiv
https://github.com/beassssry/U;sota
https://github.com/SMTorg/SMT;arxiv
https://github.com/divyanshj16/SPADE;sota
https://github.com/wsdm-cup-2017/lettuce;arxiv
https://github.com/itanish/Face-Recognition;sota
https://github.com/Diego999/pyGAT;sota
https://github.com/co60ca/EmotionNet2;arxiv
https://github.com/huanghoujing/AlignedReID-Re-Production-Pytorch;sota
https://github.com/cjlin1/libmf;arxiv
https://github.com/floydhub/word-language-model;sota
https://github.com/cokowpublic/Nuclei-Segmentation;sota
https://github.com/harshit0511/Deep-Learning;sota
https://github.com/Marsan-Ma-zz/chat_corpus;sota
https://github.com/dmzou/SCAT;sota
https://github.com/rosinality/style-based-gan-pytorch;sota
https://github.com/Coldmooon/SSD-on-Custom-Dataset;sota
https://github.com/taey16/pix2pixBEGAN.pytorch;sota
https://github.com/ligenchang/carvana-image-masking-challenge-michael;sota
https://github.com/xuan-vy-nguyen/fasterRCNN-just-run-demo;sota
https://github.com/nyu-mll/GLUE-baselines;sota
https://github.com/chenxi116/PNASNet.pytorch;sota
https://github.com/zelandiya/maui-standalone;arxiv
https://github.com/gregoiredervaux/face_recognition;sota
https://github.com/torch/optim;arxiv
https://github.com/ArturoDeza/Piranhas;arxiv
https://github.com/caffe2/caffe2;arxiv
https://github.com/baojianzhou/Graph-GHTP;arxiv
https://github.com/aureliale/BONN-model;arxiv
https://github.com/PrideLee/sentiment-analysis;sota
https://github.com/stanfordnlp/spinn;sota
https://github.com/aabbeell/reinforcementLearning.a2c.gym;sota
https://github.com/OlafenwaMoses/IdenProf;sota
https://github.com/RealHulubulu/openCVObjectDetectionRPi;sota
https://github.com/gidariss/FeatureLearningRotNet;arxiv
https://github.com/Akella17/Voice_Style_Transfer;sota
https://github.com/omallo/kaggle-hpa;sota
https://github.com/arranger1044/awesome-spn;arxiv
https://github.com/IBM/MAX-Text-Sentiment-Classifier;sota
https://github.com/cvjena/PartDetectorDisovery;arxiv
https://github.com/dmitriy-serdyuk/twin-net;arxiv
https://github.com/mdtux89/amr-eager;arxiv
https://github.com/zengzhaoyang/trident;sota
https://github.com/Pendulibrium/ai-visual-storytelling-seq2seq;sota
https://github.com/maganaluis/Entity_Relationship_Extraction_Estimator;sota
https://github.com/arthurmensch/cogspaces;arxiv
https://github.com/urbste/MultiCol-SLAM;arxiv
https://github.com/queenBNE/Persistent-Landscape-Wrapper;arxiv
https://github.com/dvornikita/blitznet;sota
https://github.com/gnouhp/PyTorch-CoordConv;sota
https://github.com/harvardnlp/struct-attn;arxiv
https://github.com/bimal1988/detector;sota
https://github.com/stoensin/w10-cnn-SegmentationClass;sota
https://github.com/zjhuang22/maskscoring_rcnn;sota
https://github.com/Marsan-Ma/chat_corpus;arxiv
https://github.com/anishathalye/neural-style;arxiv
https://github.com/AndlollipopFU/PCB;sota
https://github.com/thtrieu/darkflow;arxiv
https://github.com/mayabot/fastText4j;sota
https://github.com/owen94/Variational-Probability-Flow;arxiv
https://github.com/hanzhanggit/StackGAN-Pytorch;sota
https://github.com/Breakthrough/PySceneDetect;arxiv
https://github.com/SNUDerek/multiLSTM;sota
https://github.com/lyonling/pix2pix;sota
https://github.com/lpzjerry/Pedestrian-Attribute-LGNet;sota
https://github.com/jiasenlu/AdaptiveAttention;arxiv
https://github.com/dickreuter/neuron_poker;sota
https://github.com/open-cv/deeplab-v2;sota
https://github.com/BVLC/caffe;arxiv
https://github.com/545641826/espcn;sota
https://github.com/ArturPrzybysz/siamese-CNN-cat-vs-dogs;sota
https://github.com/hrtavakoli/iseel;arxiv
https://github.com/kk1694/octaveconv-pytorch;sota
https://github.com/qsyao/cuda_spatial_deform;sota
https://github.com/Neoanarika/torchexplainer;sota
https://github.com/ltgoslo/assessing_and_probing_sentiment;sota
https://github.com/NVIDIA/DIGITS;arxiv
https://github.com/idearibosome/tf-perceptual-eusr;sota
https://github.com/nlarusstone/corels;arxiv
https://github.com/uestctensorgroup/FastDeRain;arxiv
https://github.com/h10r/topic_comparison_tool;arxiv
https://github.com/dolaram/Deep-Reinforcement-Learning-using-Capsule-Network;sota
https://github.com/zhaott618/CenterNet_zongmutech;sota
https://github.com/MingMingCheng/CmCode;arxiv
https://github.com/sgonzalez/SwiftCMA;sota
https://github.com/slinderman/pyhawkes;arxiv
https://github.com/zomux/nmtdec;arxiv
https://github.com/haiphanNJIT/PrivateDeepLearning;arxiv
https://github.com/wanghm92/Sing_Par;arxiv
https://github.com/pfnet/PaintsChainer;arxiv
https://github.com/eric-erki/android-yolo;sota
https://github.com/prittjam/repeats;arxiv
https://github.com/uclanlp/NamedEntityLanguageModel;sota
https://github.com/Georgetown-IR-Lab/cedr;sota
https://github.com/paobranco/UBL;arxiv
https://github.com/laycoding/FaceDetection;sota
https://github.com/progirep/planet;arxiv
https://github.com/Remtasya/Distributional-Multi-Agent-Actor-Critic-Reinforcement-Learning-MADDPG-Tennis-Environment;sota
https://github.com/fvisin/reseg;arxiv
https://github.com/UBGewali/tutorial-UGM-hyperspectral;arxiv
https://github.com/abudiman250172/adaptive-OS-ELM;arxiv
https://github.com/Kaido0/Brain-Tissue-Segment-Keras;sota
https://github.com/saurabhnlp/bert;sota
https://github.com/noornk/U-Net;sota
https://github.com/mnicnc404/CartoonGan-tensorflow;sota
https://github.com/imatge-upc/vqa-2016-cvprw;arxiv
https://github.com/vincenzoml/topochecker;arxiv
https://github.com/CP-Unibo/sunny-cp;arxiv
https://github.com/ifnspaml/Enhancement-Coded-Speech;sota
https://github.com/lonePatient/ERNIE-text-classification-pytorch;sota
https://github.com/limi44/Parkinson-s-Pose-Estimation-Dataset;sota
https://github.com/karl-hajjar/Generative-Adversarial-Networks;sota
https://github.com/ChaofWang/AWSRN;sota
https://github.com/ishkin/Proton;arxiv
https://github.com/ghewgill/text2num;arxiv
https://github.com/ReNginx/FR-SRGAN;sota
https://github.com/longcw/yolo2-pytorch;arxiv
https://github.com/elias-ramzi/number-pod;sota
https://github.com/pedropro/CAPE;arxiv
https://github.com/cdg720/emnlp2016;arxiv
https://github.com/abelguima/ryerson-capstone-CKME136;arxiv
https://github.com/alexandrelewin/FollowMe;sota
https://github.com/dice-group/RDF2PT;arxiv
https://github.com/UKPLab/coling18-multimodalSurvey;sota
https://github.com/maxaalexeeva/PICO;sota
https://github.com/matthiasplappert/hmmlearn;arxiv
https://github.com/amitz25/PCCoder;sota
https://github.com/fxfviolet/FCN_for_segmantic_segmentation;sota
https://github.com/ptigas/gatsby-remark-bibliography;sota
https://github.com/IBBM/Cascaded-FCN;arxiv
https://github.com/pessimiss/ai100-w8-master;sota
https://github.com/EngSalem/ArabicTextClassification;sota
https://github.com/titu1994/Super-Resolution-using-Generative-Adversarial-Networks;arxiv
https://github.com/insilico/EC;arxiv
https://github.com/konny0311/vgg;sota
https://github.com/tshev/faster-FastText;sota
https://github.com/domainadaptation/salad;sota
https://github.com/vanzytay/NIPS2018_DECAPROP;sota
https://github.com/happynear/FaceDatasets;arxiv
https://github.com/learningtitans/isbi2017-part3;arxiv
https://github.com/cehorn/glrm;arxiv
https://github.com/MaxLikesMath/DeepLearningImplementations;sota
https://github.com/allenai/scibert;sota
https://github.com/marvis/pytorch-yolo2;arxiv
https://github.com/pascanur/theano;arxiv
https://github.com/yicheng-w/CommonSenseMultiHopQA;sota
https://github.com/openai/finetune-transformer-lm;sota
https://github.com/gavin-s-smith/Floor_ID;arxiv
https://github.com/gautamMalu/Aesthetic_attributes_maps;arxiv
https://github.com/FranckZibi/SharpNet;sota
https://github.com/dblN/stochastic_depth_keras;sota
https://github.com/CoffeeddCat/Multiagent_chainMDP;sota
https://github.com/vita-epfl/DyNav;sota
https://github.com/xerial/snappy-java;arxiv
https://github.com/michael13162/DoodleGAN;sota
https://github.com/LicharYuan/Beta;sota
https://github.com/veraposeidon/MaskRCNN4WOrk;sota
https://github.com/mwydmuch/extremeText;sota
https://github.com/c1ph3rr/U-Net-Convolutional-Networks-For-Biomedicalimage-Segmentation;sota
https://github.com/imatge-upc/3D-GAN-superresolution;sota
https://github.com/hsosik/WHOI-Plankton;arxiv
https://github.com/saghiralfasly/VFL-Vehicle-Re-Id;sota
https://github.com/alexandrebarachant/bci-challenge-ner-2015;arxiv
https://github.com/bingcheng45/hnr-extension;sota
https://github.com/ternaus/TernausNetV2;sota
https://github.com/davidfreire/Tritom;arxiv
https://github.com/sunguanxiong/my_dwt;sota
https://github.com/simoll/apo;sota
https://github.com/tmbdev/clstm;arxiv
https://github.com/ugo-nama-kun/gym_torcs;arxiv
https://github.com/xrb92/DKRL;arxiv
https://github.com/lukecq1231/nats;arxiv
https://github.com/xurui1217/pointnet2-master;sota
https://github.com/BobaZooba/Thousands-of-Questions-about-Love;sota
https://github.com/marcomanciniunitn/Master-Thesis-Project;sota
https://github.com/sociam/liketrainer;arxiv
https://github.com/maubreville/SlideRunner;arxiv
https://github.com/kenshohara/3D-ResNets;arxiv
https://github.com/NVlabs/ffhq-dataset;sota
https://github.com/andreamad8/QDREN;arxiv
https://github.com/sjYoondeltar/myRL_example;sota
https://github.com/Achint08/e2e-coref-keras;sota
https://github.com/shunk031/chainer-skin-lesion-detector;sota
https://github.com/aravindr93/robustRL;arxiv
https://github.com/TommyWongww/MemoryNetworks;sota
https://github.com/KushajveerSingh/Unsupervised-Parking-Lot-Detection;sota
https://github.com/mariru/structured_embeddings;arxiv
https://github.com/oplatek/sds-tracker;arxiv
https://github.com/freedombenLiu/bert;sota
https://github.com/v1n337/semeval2017-task5;arxiv
https://github.com/anujtyagi2802/Keras-SRGAN;sota
https://github.com/jwyang/lr-gan.pytorch;sota
https://github.com/hengyuan-hu/bottom-up-attention-vqa;sota
https://github.com/lmeulen/PeopleCounter;sota
https://github.com/GlassyWing/transformer-word-segmenter;sota
https://github.com/tensorflow/tpu/tree/master/models/official/efficientnet;sota
https://github.com/ajgates42/clusim;arxiv
https://github.com/mx54039q/cnn-visualizing;sota
https://github.com/BorealisAI/cross_domain_coherence;sota
https://github.com/sciencefans/coco_loss;arxiv
https://github.com/kamalkraj/BERT-SQuAD;sota
https://github.com/UKPLab/argotario;arxiv
https://github.com/smallcorgi/Faster-RCNN_TF;sota
https://github.com/narumiruna/efficientnet-pytorch;sota
https://github.com/gpandu/YOLO2_ObjectDetection;sota
https://github.com/ZhitingHu/logicnn;sota
https://github.com/sremes/wishart-gibbs-kernel;arxiv
https://github.com/thongdk8/realtime-facereccpp;sota
https://github.com/facebookresearch/fastText;arxiv
https://github.com/wbglaeser/brexit-sentiment;sota
https://github.com/HongtengXu/Hawkes-Process-Toolkit;arxiv
https://github.com/xzgz/faster-rcnn;sota
https://github.com/cocoxu/Shakespeare;arxiv
https://github.com/cupy/cupy;arxiv
https://github.com/awur978/Autoencoder;sota
https://github.com/kyunghyuncho/strawman;arxiv
https://github.com/Soumyabrata/nighttime-imaging;arxiv
https://github.com/kunglab/ddnn;arxiv
https://github.com/rsc-ontologies/rxno;arxiv
https://github.com/nandofioretto/GpuBE;arxiv
https://github.com/insigh/THUMT;sota
https://github.com/Gorov/SimpleQuestions-EntityLinking;arxiv
https://github.com/forcefulowl/image_classification;sota
https://github.com/leonardoaraujosantos/seg_atrous;sota
https://github.com/dknoester/ealib;arxiv
https://github.com/RockySJ/WDGRL;arxiv
https://github.com/olofmogren/c-rnn-gan;arxiv
https://github.com/jzilly/RecurrentHighwayNetworks;sota
https://github.com/IBM-HRL-MLHLS/IBM-Causal-Inference-Benchmarking-Framework;arxiv
https://github.com/archanasgujar/DashBoard;sota
https://github.com/UW-AMO/IPsolve;arxiv
